,model,year,price,transmission,mileage,engine size,mileage2,fuel type2,engine size2
3088, C Class,2018,19949,Automatic,28059,145,61.4,Diesel,2.1
3089, C Class,2016,14649,Manual,40049,20,70.6,Diesel,1598.0
3090, C Class,2014,10393,Automatic,140000,30,62.8,Diesel,2143.0
3091, C Class,2015,10791,Manual,129000,20,68.9,Diesel,2143.0
3092, C Class,2015,9791,Manual,90000,20,65.7,Diesel,2143.0
3093, C Class,2015,11591,Manual,94000,20,68.9,Diesel,2143.0
3094, C Class,2016,12392,Automatic,124000,20,64.2,Diesel,2143.0
3095, C Class,2017,13392,Automatic,102000,30,64.2,Diesel,2143.0
3096, C Class,2015,9793,Manual,113000,20,70.6,Diesel,2143.0
3097, C Class,2016,11393,Automatic,128000,20,64.2,Diesel,2143.0
3098, C Class,2015,8692,Manual,150000,20,68.9,Diesel,2143.0
3099, C Class,2008,4295,Automatic,112455,260,42.2,Diesel,2145.0
3100, C Class,2015,16395,Automatic,44086,125,60.1,Diesel,2143.0
3101, C Class,2017,14670,Automatic,51406,150,64.2,Diesel,2.1
3102, C Class,2015,15970,Automatic,81423,30,64.2,Diesel,2.1
3103, C Class,2016,13490,Automatic,99217,125,60.1,Diesel,2.1
3104, C Class,2008,5780,Automatic,67979,260,34.9,Petrol,1.8
3105, C Class,2013,8950,Automatic,74157,145,56.5,Diesel,2.1
3106, C Class,2015,15604,Manual,31435,30,64.2,Diesel,2.1
3107, C Class,2014,11750,Automatic,47183,145,56.5,Diesel,2.1
3108, C Class,2012,7573,Manual,59512,200,42.2,Petrol,1.8
3109, C Class,2015,14999,Automatic,52500,30,64.2,Diesel,2.1
3110, C Class,2014,11999,Automatic,50416,145,53.3,Diesel,2.1
3111, C Class,2017,18728,Automatic,23683,125,51.4,Petrol,2.0
3112, C Class,2017,20200,Automatic,25449,145,67.3,Diesel,2.1
3113, C Class,2015,15800,Automatic,46959,0,76.4,Hybrid,2.1
3114, C Class,2017,15999,Automatic,24518,145,65.7,Diesel,2.1
3115, C Class,2015,9392,Manual,108000,20,70.6,Diesel,2143.0
3116, C Class,2019,19999,Automatic,15024,145,64.2,Diesel,2.1
3117, C Class,2018,18699,Automatic,37763,145,61.4,Diesel,2.1
3118, C Class,2015,20000,Automatic,12050,30,64.2,Diesel,2.1
3119, C Class,2017,21499,Automatic,11136,145,61.4,Diesel,2.1
3120, C Class,2016,16499,Automatic,28392,30,62.8,Diesel,2.1
3121, C Class,2016,16326,Automatic,52819,0,134.5,Hybrid,2.0
3122, C Class,2018,20299,Automatic,11498,145,61.4,Diesel,2.1
3123, C Class,2016,17999,Automatic,42569,30,61.4,Diesel,2.1
3124, C Class,2014,15999,Automatic,31690,30,64.2,Diesel,2.1
3125, C Class,2018,24499,Automatic,11881,145,58.9,Diesel,2.1
3128, C Class,2019,29498,Automatic,1000,145,46.3,Petrol,1497.0
3129, C Class,2019,24998,Automatic,2073,145,45.6,Petrol,1497.0
3130, C Class,2019,27998,Automatic,5144,145,56.5,Diesel,1950.0
3131, C Class,2017,21998,Automatic,30633,30,61.4,Diesel,2143.0
3132, C Class,2016,19998,Automatic,40500,0,134.5,Hybrid,1991.0
3133, C Class,2019,31248,Automatic,4000,145,64.2,Diesel,1950.0
3134, C Class,2020,34498,Automatic,3000,145,61.4,Diesel,1950.0
3135, C Class,2020,33998,Automatic,2000,145,64.2,Diesel,1950.0
3136, C Class,2018,21691,Automatic,13910,145,61.4,Diesel,2143.0
3137, C Class,2018,24991,Automatic,6001,145,52.3,Petrol,1991.0
3138, C Class,2019,24992,Automatic,8238,145,44.1,Petrol,1497.0
3139, C Class,2016,19900,Automatic,3000,125,51.4,Petrol,1991.0
3140, C Class,2019,26291,Automatic,6084,145,61.4,Diesel,1950.0
3141, C Class,2017,21291,Automatic,10398,145,41.5,Petrol,1991.0
3142, C Class,2016,18291,Automatic,26401,0,76.4,Hybrid,2143.0
3144, C Class,2019,29998,Automatic,50,145,45.6,Petrol,1497.0
3145, C Class,2018,21691,Automatic,3314,145,44.1,Petrol,1497.0
3146, C Class,2020,33998,Automatic,2000,145,61.4,Diesel,1950.0
3147, C Class,2019,24748,Automatic,13479,145,47.1,Petrol,1497.0
3148, C Class,2018,19798,Automatic,38508,145,61.4,Diesel,2143.0
3149, C Class,2017,19498,Automatic,27236,30,64.2,Diesel,2143.0
3150, C Class,2017,18998,Automatic,42986,145,61.4,Diesel,2143.0
3151, C Class,2017,16798,Automatic,37158,20,64.2,Diesel,2143.0
3152, C Class,2017,21998,Automatic,19242,145,67.3,Diesel,2143.0
3153, C Class,2019,22291,Automatic,5266,145,45.6,Petrol,1497.0
3154, C Class,2017,18991,Automatic,34682,30,61.4,Diesel,2143.0
3156, C Class,2015,15400,Automatic,56118,30,61.4,Diesel,2143.0
3157, C Class,2020,41900,Automatic,1000,150,28.8,Petrol,2996.0
3158, C Class,2016,20191,Automatic,47651,30,65.7,Diesel,2143.0
3160, C Class,2016,15999,Automatic,37982,125,52.3,Petrol,2.0
3161, C Class,2017,20249,Automatic,22011,145,61.4,Diesel,2.1
3162, C Class,2017,15699,Automatic,33569,125,53.3,Petrol,2.0
3163, C Class,2019,27498,Automatic,41,150,47.1,Petrol,1497.0
3164, C Class,2018,26998,Automatic,15000,150,44.1,Petrol,1991.0
3165, C Class,2017,21498,Automatic,26145,30,61.4,Diesel,2143.0
3166, C Class,2017,21489,Automatic,19878,145,67.3,Diesel,2.1
3167, C Class,2013,8799,Automatic,57172,30,64.2,Diesel,2.1
3168, C Class,2017,18999,Automatic,23637,145,64.2,Diesel,2.1
3169, C Class,2015,15899,Automatic,48361,0,134.5,Hybrid,2.0
3170, C Class,2016,13600,Automatic,71077,20,64.2,Diesel,2.1
3171, C Class,2017,20599,Automatic,17324,145,58.9,Diesel,2.1
3172, C Class,2017,16799,Automatic,20850,30,65.7,Diesel,1.6
3173, C Class,2012,9400,Automatic,50848,200,40.4,Petrol,1.8
3174, C Class,2016,18400,Automatic,23907,125,60.1,Diesel,2.1
3176, C Class,2015,12295,Automatic,81940,0,78.5,Hybrid,2143.0
3177, C Class,2015,10500,Manual,82230,20,65.7,Diesel,2143.0
3178, C Class,2016,17699,Automatic,14183,125,51.4,Petrol,1991.0
3179, C Class,2013,11499,Automatic,69900,140,56.5,Diesel,2.1
3180, C Class,2008,5999,Automatic,91000,230,42.2,Diesel,2.1
3181, C Class,2018,23995,Automatic,7200,145,40.4,Petrol,1991.0
3182, C Class,2014,12495,Automatic,20000,165,44.8,Petrol,1595.0
3183, C Class,2018,15999,Automatic,26930,145,50.4,Petrol,2.0
3184, C Class,2013,9000,Automatic,56544,145,56.5,Diesel,2.1
3185, C Class,2016,16000,Automatic,34972,30,65.7,Diesel,1.6
3186, C Class,2018,22900,Automatic,6200,140,47.1,Petrol,1497.0
3187, C Class,2018,16999,Automatic,26329,145,50.4,Petrol,2.0
3188, C Class,2017,17249,Automatic,27814,125,51.4,Petrol,2.0
3189, C Class,2016,22900,Automatic,33821,30,65.7,Diesel,2.1
3190, C Class,2016,15679,Automatic,60619,0,134.5,Hybrid,2.0
3191, C Class,2017,14999,Automatic,40272,145,65.7,Diesel,2.1
3192, C Class,2016,19599,Automatic,33197,125,58.9,Diesel,2.1
3193, C Class,2012,7699,Automatic,80299,145,56.5,Diesel,2.1
3195, C Class,2019,29498,Automatic,4885,145,57.7,Diesel,1950.0
3196, C Class,2017,17900,Automatic,19828,145,50.4,Petrol,1991.0
3197, C Class,2017,21900,Automatic,23665,145,61.4,Diesel,2143.0
3198, C Class,2019,27400,Automatic,348,145,61.4,Diesel,1950.0
3200, C Class,2020,39900,Automatic,600,145,55.4,Diesel,1950.0
3201, C Class,2020,35900,Automatic,3000,145,61.4,Diesel,1950.0
3202, C Class,2019,31400,Automatic,2200,145,64.2,Diesel,1950.0
3203, C Class,2019,32900,Automatic,3000,145,64.2,Diesel,1950.0
3205, C Class,2017,20988,Automatic,30728,145,47.1,Petrol,1991.0
3206, C Class,2017,22400,Automatic,25000,150,47.1,Petrol,1991.0
3207, C Class,2017,20700,Automatic,23434,150,48.7,Petrol,1991.0
3208, C Class,2015,15400,Automatic,41000,30,64.2,Diesel,2143.0
3209, C Class,2015,12900,Automatic,26501,160,44.8,Petrol,1.6
3210, C Class,2013,9700,Automatic,57801,145,53.3,Diesel,2.1
3211, C Class,2016,16200,Manual,23216,20,68.9,Diesel,1.6
3212, C Class,2015,10700,Automatic,62439,150,53.3,Diesel,2.1
3213, C Class,2016,17600,Automatic,19581,125,51.4,Petrol,2.0
3217, C Class,2016,19300,Automatic,18903,30,64.2,Diesel,2100.0
3219, C Class,2017,19000,Automatic,31176,0,134.5,Hybrid,1991.0
3220, C Class,2017,18500,Automatic,36831,145,61.4,Diesel,2143.0
3221, C Class,2015,19100,Automatic,12586,0,134.5,Hybrid,1991.0
3222, C Class,2014,16300,Automatic,32613,185,40.9,Petrol,1991.0
3223, C Class,2016,18300,Automatic,26239,20,64.2,Diesel,2143.0
3225, C Class,2013,12000,Automatic,37236,160,44.8,Petrol,1595.0
3226, C Class,2016,20000,Automatic,21425,30,64.2,Diesel,2143.0
3227, C Class,2016,19000,Automatic,27574,30,64.2,Diesel,2143.0
3228, C Class,2017,23700,Automatic,19832,125,61.4,Diesel,2143.0
3231, C Class,2017,18691,Automatic,48618,30,64.2,Diesel,2143.0
3232, C Class,2017,19991,Automatic,20843,145,48.7,Petrol,1991.0
3233, C Class,2019,28991,Automatic,4000,145,44.8,Petrol,1595.0
3235, C Class,2015,18000,Automatic,35229,145,49.6,Petrol,1991.0
3236, C Class,2017,21400,Automatic,26000,145,61.4,Diesel,2143.0
3237, C Class,2017,25900,Automatic,15808,30,65.7,Diesel,2143.0
3238, C Class,2017,17400,Automatic,41677,30,64.2,Diesel,2143.0
3239, C Class,2017,19700,Manual,49365,30,65.7,Diesel,2143.0
3240, C Class,2015,14800,Automatic,70000,30,64.2,Diesel,2143.0
3241, C Class,2019,30900,Automatic,2776,150,42.2,Petrol,1991.0
3242, C Class,2015,18798,Automatic,53829,0,74.3,Hybrid,2143.0
3243, C Class,2015,18500,Automatic,30891,30,64.2,Diesel,2143.0
3244, C Class,2017,15000,Manual,30528,125,53.3,Petrol,1991.0
3246, C Class,2016,20000,Automatic,23676,0,134.5,Hybrid,1991.0
3247, C Class,2017,20200,Automatic,16087,135,76.4,Hybrid,2143.0
3248, C Class,2016,19000,Automatic,32743,0,134.5,Hybrid,1991.0
3249, C Class,2015,14500,Automatic,32712,20,65.7,Diesel,2143.0
3250, C Class,2014,16300,Automatic,30819,125,52.3,Petrol,1991.0
3251, C Class,2016,19100,Automatic,49335,20,67.3,Diesel,2143.0
3252, C Class,2015,15700,Automatic,36078,30,61.4,Diesel,2143.0
3253, C Class,2016,18300,Automatic,34295,0,134.5,Hybrid,1991.0
3254, C Class,2015,18700,Automatic,39004,30,64.2,Diesel,2143.0
3255, C Class,2016,15400,Automatic,41899,20,64.2,Diesel,2143.0
3256, C Class,2019,23200,Automatic,7000,145,42.2,Petrol,1595.0
3258, C Class,2019,29900,Automatic,1000,145,64.2,Diesel,1950.0
3259, C Class,2016,18000,Automatic,40267,0,134.5,Hybrid,1991.0
3260, C Class,2014,12500,Automatic,50364,150,53.3,Diesel,2143.0
3261, C Class,2016,14000,Automatic,44263,20,65.7,Diesel,2.1
3262, C Class,2017,19600,Manual,39480,30,65.7,Diesel,2.1
3263, C Class,2016,18600,Automatic,24836,30,64.2,Diesel,1598.0
3264, C Class,2019,24400,Automatic,6000,145,60.1,Diesel,1597.0
3266, C Class,2019,23400,Automatic,8000,145,44.1,Petrol,1497.0
3267, C Class,2019,28900,Automatic,6000,145,42.8,Petrol,1991.0
3269, C Class,2018,46900,Automatic,1977,145,31.7,Petrol,3982.0
3275, C Class,2017,24495,Automatic,14200,150,58.9,Diesel,2143.0
3276, C Class,2017,16000,Automatic,72400,145,60.1,Diesel,2143.0
3277, C Class,2016,13500,Automatic,93620,30,62.8,Diesel,2143.0
3278, C Class,2016,13295,Automatic,90980,0,134.5,Hybrid,1991.0
3279, C Class,2016,16000,Automatic,67490,0,134.5,Hybrid,1991.0
3280, C Class,2015,16000,Automatic,18263,125,52.3,Petrol,2.0
3281, C Class,2018,19900,Automatic,20000,145,48.7,Petrol,2.0
3282, C Class,2016,20200,Automatic,16957,160,44.8,Petrol,2.0
3283, C Class,2017,21400,Automatic,54500,30,65.7,Diesel,2.1
3284, C Class,2016,17900,Automatic,25522,125,51.4,Petrol,2.0
3285, C Class,2015,16700,Automatic,35125,30,64.2,Diesel,2.1
3286, C Class,2015,12795,Automatic,101480,30,61.4,Diesel,2143.0
3287, C Class,2020,33900,Automatic,6000,145,47.1,Petrol,1497.0
3288, C Class,2020,41900,Automatic,6000,145,55.4,Diesel,1950.0
3290, C Class,2018,25748,Automatic,11626,145,67.3,Diesel,2143.0
3291, C Class,2016,17900,Automatic,31000,145,49.6,Petrol,1991.0
3292, C Class,2017,19900,Automatic,40000,145,64.2,Diesel,2143.0
3293, C Class,2019,21400,Automatic,6000,145,44.1,Petrol,1497.0
3294, C Class,2019,24400,Automatic,10000,145,44.1,Petrol,1497.0
3295, C Class,2016,18600,Automatic,29173,30,64.2,Diesel,2143.0
3296, C Class,2016,20100,Automatic,16662,0,134.5,Hybrid,1991.0
3301, C Class,2020,61995,Automatic,20,145,33.6,Petrol,3982.0
3306, C Class,2016,17999,Automatic,32475,30,64.2,Diesel,2.1
3307, C Class,2014,15700,Automatic,33865,125,60.1,Diesel,2.1
3308, C Class,2017,20499,Automatic,12040,135,134.5,Hybrid,2.0
3309, C Class,2017,18399,Automatic,22167,135,134.5,Hybrid,2.0
3310, C Class,2013,11499,Automatic,40490,145,53.3,Diesel,2.1
3311, C Class,2015,16699,Automatic,40786,30,64.2,Diesel,1.6
3312, C Class,2015,14313,Automatic,50211,20,64.2,Diesel,2.1
3313, C Class,2016,14999,Automatic,40814,30,65.7,Diesel,1.6
3314, C Class,2015,13699,Automatic,41000,20,65.7,Diesel,2.1
3315, C Class,2015,14899,Automatic,73127,30,64.2,Diesel,2.1
3316, C Class,2018,19699,Automatic,23842,145,61.4,Diesel,2.1
3317, C Class,2015,13599,Automatic,35977,125,53.3,Petrol,2.0
3318, C Class,2015,12499,Automatic,67795,30,64.2,Diesel,2.1
3319, C Class,2014,13799,Automatic,62588,30,62.8,Diesel,2.1
3321, C Class,2016,18745,Automatic,26344,30,64.2,Diesel,2143.0
3322, C Class,2018,25748,Automatic,5454,145,65.7,Diesel,2143.0
3323, C Class,2018,26748,Automatic,17970,145,65.7,Diesel,2143.0
3324, C Class,2019,32298,Automatic,4040,145,44.1,Petrol,1595.0
3325, C Class,2015,14298,Manual,36643,125,53.3,Petrol,1991.0
3326, C Class,2017,25248,Automatic,24003,200,40.9,Petrol,1991.0
3327, C Class,2018,28298,Automatic,13500,145,65.7,Diesel,2143.0
3328, C Class,2017,25998,Automatic,26914,200,43.5,Petrol,1991.0
3329, C Class,2015,18298,Automatic,25000,0,134.5,Hybrid,1991.0
3330, C Class,2015,15499,Manual,36103,20,68.9,Diesel,2.1
3331, C Class,2015,13799,Manual,69261,20,68.9,Diesel,2.1
3332, C Class,2015,17699,Automatic,56546,0,74.3,Hybrid,2.1
3333, C Class,2018,19999,Automatic,9705,145,64.2,Diesel,2.1
3334, C Class,2015,14695,Automatic,53279,20,64.2,Diesel,2.1
3335, C Class,2016,16822,Automatic,42402,0,134.5,Hybrid,2.0
3336, C Class,2016,13391,Manual,58858,30,65.7,Diesel,1.6
3337, C Class,2012,8450,Automatic,86663,160,44.8,Petrol,1.6
3338, C Class,2012,9799,Automatic,55685,145,54.3,Diesel,2.1
3340, C Class,2017,16750,Automatic,33000,20,64.2,Diesel,2143.0
3342, C Class,2016,16799,Automatic,38785,30,64.2,Diesel,2.1
3343, C Class,2014,10999,Automatic,54097,145,56.5,Diesel,2.1
3344, C Class,2015,18999,Automatic,9793,30,64.2,Diesel,1.6
3345, C Class,2015,14999,Automatic,34278,30,62.8,Diesel,2.1
3346, C Class,2016,17999,Automatic,42271,30,61.4,Diesel,2.1
3347, C Class,2014,16699,Automatic,39807,30,61.4,Diesel,2.1
3348, C Class,2016,19999,Automatic,23905,30,64.2,Diesel,2.1
3349, C Class,2012,10999,Automatic,41239,160,44.8,Petrol,1.6
3350, C Class,2017,15652,Automatic,20418,20,65.7,Diesel,2.1
3351, C Class,2016,16699,Automatic,26544,20,64.2,Diesel,2.1
3352, C Class,2017,19347,Automatic,21032,135,134.5,Hybrid,2.0
3353, C Class,2019,28991,Automatic,12583,145,54.3,Diesel,2.0
3354, C Class,2017,21491,Automatic,21980,145,58.9,Diesel,2.1
3355, C Class,2018,21991,Automatic,12767,150,61.4,Diesel,2.1
3356, C Class,2018,16800,Automatic,30726,145,64.2,Diesel,2143.0
3357, C Class,2012,10899,Automatic,49029,145,53.3,Diesel,2.1
3358, C Class,2014,14786,Automatic,41701,20,64.2,Diesel,2.1
3359, C Class,2014,10822,Automatic,70824,145,56.5,Diesel,2.1
3360, C Class,2015,13195,Automatic,51344,30,64.2,Diesel,2143.0
3362, C Class,2016,14000,Automatic,83990,0,76.4,Hybrid,2143.0
3363, C Class,2014,11795,Manual,92840,20,68.9,Diesel,2143.0
3364, C Class,2015,11295,Manual,114970,20,68.9,Diesel,2143.0
3365, C Class,2016,14000,Automatic,81960,0,134.5,Hybrid,1991.0
3367, C Class,2015,13000,Automatic,78070,20,64.2,Diesel,2143.0
3368, C Class,2014,10500,Manual,91430,20,68.9,Diesel,2143.0
3369, C Class,2016,14999,Automatic,41358,20,65.7,Diesel,2.1
3370, C Class,2016,18499,Automatic,23953,30,64.2,Diesel,2.1
3371, C Class,2017,16499,Manual,21985,20,70.6,Diesel,1.6
3372, C Class,2016,18108,Automatic,41864,30,61.4,Diesel,2.1
3373, C Class,2015,18999,Automatic,22499,30,64.2,Diesel,2.1
3374, C Class,2015,16499,Automatic,33707,30,64.2,Diesel,2.1
3375, C Class,2018,18999,Automatic,31708,145,61.4,Diesel,2.1
3376, C Class,2015,18199,Automatic,33720,30,64.2,Diesel,2.1
3378, C Class,2011,7999,Manual,64000,235,38.7,Petrol,1.8
3379, C Class,2015,16679,Automatic,35592,20,64.2,Diesel,2.1
3380, C Class,2018,19999,Automatic,24564,145,61.4,Diesel,2.1
3381, C Class,2016,16449,Automatic,27268,30,64.2,Diesel,2.1
3382, C Class,2016,17779,Manual,17757,125,53.3,Petrol,2.0
3383, C Class,2016,14739,Manual,15664,125,53.3,Petrol,2.0
3384, C Class,2011,7449,Automatic,80268,145,56.5,Diesel,2.1
3385, C Class,2017,19199,Automatic,45960,0,134.5,Hybrid,2.0
3386, C Class,2018,19399,Automatic,9047,145,60.1,Diesel,2.1
3387, C Class,2019,24899,Automatic,7137,145,47.1,Petrol,1.5
3388, C Class,2018,19999,Automatic,25396,145,61.4,Diesel,2.1
3389, C Class,2018,18998,Automatic,15000,145,64.2,Diesel,2143.0
3391, C Class,2014,13498,Automatic,28759,150,54.3,Diesel,2143.0
3393, C Class,2016,13000,Automatic,82590,20,64.2,Diesel,2143.0
3394, C Class,2015,13999,Automatic,79779,0,134.5,Hybrid,1.991
3395, C Class,2018,22995,Automatic,19044,135,134.5,Hybrid,1991.0
3396, C Class,2015,11695,Manual,103820,20,68.9,Diesel,2143.0
3397, C Class,2016,14795,Automatic,99470,30,61.4,Diesel,2143.0
3398, C Class,2016,15000,Automatic,85040,0,122.8,Hybrid,1991.0
3399, C Class,2015,12995,Automatic,131790,0,74.3,Hybrid,2143.0
3400, C Class,2016,16562,Automatic,49126,0,134.5,Hybrid,2.0
3401, C Class,2012,9850,Automatic,51737,200,40.4,Petrol,1.8
3402, C Class,2011,8894,Automatic,61242,200,41.5,Petrol,1.8
3404, C Class,2018,18599,Automatic,32854,145,61.4,Diesel,2.1
3405, C Class,2016,15499,Automatic,38748,30,64.2,Diesel,2.1
3406, C Class,2016,13195,Automatic,102580,30,61.4,Diesel,2143.0
3407, C Class,2015,14000,Automatic,73960,30,64.2,Diesel,2143.0
3408, C Class,2016,12195,Automatic,94440,30,64.2,Diesel,2143.0
3409, C Class,2016,11000,Manual,100950,20,65.7,Diesel,2143.0
3410, C Class,2016,15000,Automatic,66950,0,134.5,Hybrid,1991.0
3411, C Class,2015,13000,Manual,69930,20,68.9,Diesel,1598.0
3412, C Class,2015,11500,Automatic,101540,20,64.2,Diesel,2143.0
3413, C Class,2015,10795,Automatic,136760,0,76.4,Hybrid,2143.0
3414, C Class,2015,13295,Automatic,87980,0,134.5,Hybrid,1991.0
3415, C Class,2014,8999,Automatic,85699,30,64.2,Diesel,2.1
3416, C Class,2015,12299,Manual,73227,125,52.3,Petrol,2.0
3417, C Class,2018,20299,Automatic,9562,145,61.4,Diesel,2.1
3418, C Class,2015,12599,Manual,50299,20,70.6,Diesel,1.6
3419, C Class,2015,17299,Automatic,25758,0,78.5,Hybrid,2.1
3420, C Class,2018,19799,Automatic,20173,145,61.4,Diesel,2.1
3421, C Class,2016,13999,Manual,28960,20,72.4,Diesel,1.6
3422, C Class,2019,17999,Automatic,9683,145,46.3,Petrol,1.5
3423, C Class,2016,16879,Automatic,74252,0,134.5,Hybrid,2.0
3424, C Class,2015,14370,Automatic,49468,20,64.2,Diesel,2.1
3425, C Class,2013,10699,Automatic,57062,145,54.3,Diesel,2.1
3426, C Class,2007,5995,Semi-Auto,62000,260,42.2,Diesel,2.1
3427, C Class,2010,5975,Automatic,90000,205,47.9,Diesel,2143.0
3428, C Class,2008,5875,Automatic,70000,305,34.5,Petrol,1796.0
3429, C Class,2014,16450,Automatic,41000,30,64.2,Diesel,2.1
3430, C Class,2017,20995,Automatic,32664,145,40.9,Petrol,2.0
3433, C Class,2015,15995,Automatic,52000,20,67.3,Diesel,2.14
3435, C Class,2015,10795,Manual,73770,20,68.9,Diesel,2143.0
3436, C Class,2018,24999,Automatic,9695,145,64.2,Diesel,2.0
3437, C Class,2016,23299,Automatic,24735,30,65.7,Diesel,2.1
3438, C Class,2015,10799,Manual,76157,125,51.4,Petrol,2.0
3439, C Class,2018,19499,Automatic,10493,145,64.2,Diesel,2.1
3440, C Class,2018,21999,Automatic,36926,145,61.4,Diesel,2.0
3441, C Class,2014,14199,Automatic,49241,20,64.2,Diesel,2.1
3442, C Class,2015,14819,Automatic,47012,30,62.8,Diesel,2.1
3443, C Class,2013,11999,Automatic,25525,160,46.3,Petrol,1.6
3444, C Class,2016,13499,Manual,55154,20,65.7,Diesel,1.6
3445, C Class,2016,19999,Automatic,30497,0,134.5,Hybrid,2.0
3446, C Class,2016,15199,Automatic,47360,20,64.2,Diesel,2.1
3447, C Class,2016,19799,Manual,16225,145,49.6,Petrol,2.0
3448, C Class,2015,14699,Automatic,69037,0,76.4,Hybrid,2.1
3449, C Class,2016,17699,Automatic,32044,20,64.2,Diesel,2.1
3450, C Class,2016,18399,Automatic,45250,30,64.2,Diesel,2.1
3451, C Class,2017,19399,Automatic,47053,125,60.1,Diesel,2.1
3452, C Class,2015,12800,Automatic,70804,125,60.1,Diesel,2.1
3453, C Class,2018,21199,Automatic,10815,145,60.1,Diesel,2.1
3454, C Class,2016,16250,Automatic,23196,30,65.7,Diesel,1598.0
3455, C Class,2018,17450,Automatic,21936,145,51.4,Petrol,1991.0
3456, C Class,2019,26995,Automatic,10765,145,57.7,Diesel,1950.0
3457, C Class,2017,21995,Automatic,17413,145,58.9,Diesel,2143.0
3458, C Class,2016,15391,Manual,9578,20,70.6,Diesel,2.1
3459, C Class,2014,11999,Automatic,46931,145,53.3,Diesel,2.1
3460, C Class,2015,18199,Automatic,24352,20,68.9,Diesel,2.1
3461, C Class,2015,16999,Automatic,55978,30,61.4,Diesel,2.1
3463, C Class,2013,8099,Automatic,86136,145,57.7,Diesel,2.1
3465, C Class,2018,19999,Automatic,16663,145,60.1,Diesel,2.1
3466, C Class,2012,8299,Automatic,72005,145,56.5,Diesel,2.1
3467, C Class,2017,20999,Automatic,5338,135,134.5,Hybrid,2.0
3468, C Class,2017,20999,Automatic,18888,135,134.5,Hybrid,2.0
3469, C Class,2016,15339,Automatic,67267,0,134.5,Hybrid,2.0
3470, C Class,2016,17979,Automatic,47448,0,134.5,Hybrid,2.0
3471, C Class,2015,11689,Manual,76472,20,70.6,Diesel,2.1
3472, C Class,2018,18819,Automatic,30772,145,64.2,Diesel,2.1
3473, C Class,2018,19399,Automatic,22078,145,64.2,Diesel,2.1
3474, C Class,2010,4294,Manual,137291,140,54.3,Diesel,2.143
3476, C Class,2015,16975,Automatic,42000,30,61.4,Diesel,2.1
3477, C Class,2015,12750,Automatic,29000,160,44.8,Petrol,1.6
3480, C Class,2016,19999,Automatic,19299,0,134.5,Hybrid,2.0
3481, C Class,2018,19999,Automatic,34008,145,61.4,Diesel,2.1
3482, C Class,2016,12459,Automatic,93948,30,62.8,Diesel,2.1
3483, C Class,2014,10699,Automatic,50179,145,53.3,Diesel,2.1
3484, C Class,2017,17599,Automatic,50212,145,61.4,Diesel,1.6
3485, C Class,2018,22199,Automatic,22027,145,61.4,Diesel,2.0
3486, C Class,2018,17999,Automatic,38169,145,60.1,Diesel,2.1
3487, C Class,2016,11999,Manual,65548,20,72.4,Diesel,1.6
3488, C Class,2006,3200,Automatic,86000,565,28.2,Petrol,3498.0
3489, C Class,2017,16999,Automatic,33368,145,64.2,Diesel,2.1
3490, C Class,2017,14999,Manual,47106,20,70.6,Diesel,1.6
3491, C Class,2013,10199,Manual,58654,160,52.3,Diesel,2.1
3492, C Class,2016,14799,Manual,38764,20,68.9,Diesel,2.1
3493, C Class,2016,19349,Automatic,33608,20,67.3,Diesel,2.1
3494, C Class,2018,18799,Automatic,28848,145,64.2,Diesel,2.1
3495, C Class,2017,31750,Automatic,18075,145,35.3,Petrol,3000.0
3497, C Class,2016,14999,Automatic,59243,20,64.2,Diesel,2.1
3498, C Class,2014,14399,Automatic,73598,30,61.4,Diesel,2.1
3499, C Class,2018,22899,Automatic,10346,145,43.5,Petrol,2.0
3500, C Class,2014,10995,Automatic,68000,30,62.8,Diesel,1.8
3501, C Class,2017,21399,Automatic,26213,30,65.7,Diesel,2143.0
3502, C Class,2016,13295,Automatic,86620,0,134.5,Hybrid,1991.0
3503, C Class,2002,1495,Automatic,13800,305,39.8,Diesel,2.7
3504, C Class,2018,18999,Automatic,16834,145,60.1,Diesel,2.1
3505, C Class,2018,18799,Automatic,20090,145,60.1,Diesel,2.1
3506, C Class,2018,18899,Automatic,21315,145,64.2,Diesel,2.1
3507, C Class,2018,17999,Automatic,14632,145,58.9,Diesel,1.6
3508, C Class,2016,15699,Automatic,30173,20,64.2,Diesel,2.1
3509, C Class,2016,16899,Automatic,59290,0,134.5,Hybrid,2.0
3511, C Class,2016,16499,Automatic,22525,30,65.7,Diesel,1.6
3512, C Class,2015,16729,Automatic,30701,20,64.2,Diesel,2.1
3513, C Class,2015,16299,Automatic,25958,30,62.8,Diesel,2.1
3514, C Class,2018,19980,Automatic,17973,150,64.2,Diesel,2100.0
3515, C Class,2015,15980,Automatic,41267,30,64.2,Diesel,2100.0
3516, C Class,2018,34680,Automatic,13500,150,35.3,Petrol,3000.0
3517, C Class,2015,14795,Automatic,109050,0,74.3,Hybrid,2143.0
3518, C Class,2016,10500,Manual,117760,20,65.7,Diesel,2143.0
3519, C Class,2017,15000,Automatic,54700,0,78.5,Hybrid,2143.0
3520, C Class,2016,15000,Automatic,76200,30,61.4,Diesel,2143.0
3521, C Class,2015,13362,Automatic,74044,20,64.2,Diesel,2143.0
3522, C Class,2007,5995,Automatic,50500,300,34.5,Petrol,1.8
3526, C Class,2012,8495,Automatic,51122,145,55.4,Diesel,2.2
3530, C Class,2016,13499,Manual,61140,20,65.7,Diesel,2.1
